Time,LP_ST_871,lp_total_load_kW,trafo_preload_kW,lp_occupancy,trafo_loading_kW
2018-01-01 00:41:00,0.0,0.0,19.310100000000002,0.0,19.310100000000002
2018-01-01 00:42:00,0.0,0.0,19.511200000000002,0.0,19.511200000000002
2018-01-01 00:43:00,0.0,0.0,19.712300000000003,0.0,19.712300000000003
2018-01-01 00:44:00,0.0,0.0,19.913400000000003,0.0,19.913400000000003
2018-01-01 00:45:00,0.0,0.0,20.1145,0.0,20.1145
2018-01-01 00:46:00,0.0,0.0,20.3156,0.0,20.3156
2018-01-01 00:47:00,0.0,0.0,20.5167,0.0,20.5167
2018-01-01 00:48:00,0.0,0.0,20.7178,0.0,20.7178
2018-01-01 00:49:00,0.0,0.0,20.9189,0.0,20.9189
2018-01-01 00:50:00,0.0,0.0,21.12,0.0,21.12
2018-01-01 00:51:00,0.0,0.0,20.9406,0.0,20.9406
2018-01-01 00:52:00,0.0,0.0,20.761200000000002,0.0,20.761200000000002
2018-01-01 00:53:00,0.0,0.0,20.5818,0.0,20.5818
2018-01-01 00:54:00,0.0,0.0,20.4024,0.0,20.4024
2018-01-01 00:55:00,0.0,0.0,20.223,0.0,20.223
2018-01-01 00:56:00,0.0,0.0,20.0436,0.0,20.0436
2018-01-01 00:57:00,0.0,0.0,19.8642,0.0,19.8642
2018-01-01 00:58:00,0.0,0.0,19.6848,0.0,19.6848
2018-01-01 00:59:00,0.0,0.0,19.5054,0.0,19.5054
2018-01-01 01:00:00,0.0,0.0,19.326,0.0,19.326
2018-01-01 01:01:00,0.0,0.0,19.2378,0.0,19.2378
2018-01-01 01:02:00,0.0,0.0,19.1496,0.0,19.1496
2018-01-01 01:03:00,0.0,0.0,19.0614,0.0,19.0614
2018-01-01 01:04:00,0.0,0.0,18.9732,0.0,18.9732
2018-01-01 01:05:00,0.0,0.0,18.884999999999998,0.0,18.884999999999998
2018-01-01 01:06:00,0.0,0.0,18.7968,0.0,18.7968
2018-01-01 01:07:00,0.0,0.0,18.7086,0.0,18.7086
2018-01-01 01:08:00,0.0,0.0,18.6204,0.0,18.6204
2018-01-01 01:09:00,0.0,0.0,18.5322,0.0,18.5322
2018-01-01 01:10:00,0.0,0.0,18.444,0.0,18.444
2018-01-01 01:11:00,0.0,0.0,18.465799999999998,0.0,18.465799999999998
2018-01-01 01:12:00,0.0,0.0,18.4876,0.0,18.4876
2018-01-01 01:13:00,0.0,0.0,18.5094,0.0,18.5094
2018-01-01 01:14:00,0.0,0.0,18.5312,0.0,18.5312
2018-01-01 01:15:00,0.0,0.0,18.552999999999997,0.0,18.552999999999997
2018-01-01 01:16:00,0.0,0.0,18.5748,0.0,18.5748
2018-01-01 01:17:00,0.0,0.0,18.5966,0.0,18.5966
2018-01-01 01:18:00,0.0,0.0,18.618399999999998,0.0,18.618399999999998
2018-01-01 01:19:00,0.0,0.0,18.6402,0.0,18.6402
2018-01-01 01:20:00,0.0,0.0,18.662,0.0,18.662
2018-01-01 01:21:00,0.0,0.0,18.499299999999998,0.0,18.499299999999998
2018-01-01 01:22:00,0.0,0.0,18.3366,0.0,18.3366
2018-01-01 01:23:00,0.0,0.0,18.1739,0.0,18.1739
2018-01-01 01:24:00,0.0,0.0,18.0112,0.0,18.0112
2018-01-01 01:25:00,0.0,0.0,17.8485,0.0,17.8485
2018-01-01 01:26:00,0.0,0.0,17.6858,0.0,17.6858
2018-01-01 01:27:00,0.0,0.0,17.5231,0.0,17.5231
2018-01-01 01:28:00,0.0,0.0,17.3604,0.0,17.3604
2018-01-01 01:29:00,0.0,0.0,17.1977,0.0,17.1977
2018-01-01 01:30:00,0.0,0.0,17.035,0.0,17.035
2018-01-01 01:31:00,0.0,0.0,16.9903,0.0,16.9903
2018-01-01 01:32:00,0.0,0.0,16.9456,0.0,16.9456
2018-01-01 01:33:00,0.0,0.0,16.9009,0.0,16.9009
2018-01-01 01:34:00,0.0,0.0,16.8562,0.0,16.8562
2018-01-01 01:35:00,0.0,0.0,16.811500000000002,0.0,16.811500000000002
2018-01-01 01:36:00,0.0,0.0,16.7668,0.0,16.7668
2018-01-01 01:37:00,0.0,0.0,16.7221,0.0,16.7221
2018-01-01 01:38:00,0.0,0.0,16.677400000000002,0.0,16.677400000000002
2018-01-01 01:39:00,0.0,0.0,16.6327,0.0,16.6327
2018-01-01 01:40:00,0.0,0.0,16.588,0.0,16.588
2018-01-01 01:41:00,0.0,0.0,16.5805,0.0,16.5805
2018-01-01 01:42:00,0.0,0.0,16.573,0.0,16.573
2018-01-01 01:43:00,0.0,0.0,16.5655,0.0,16.5655
2018-01-01 01:44:00,0.0,0.0,16.558,0.0,16.558
2018-01-01 01:45:00,0.0,0.0,16.5505,0.0,16.5505
2018-01-01 01:46:00,0.0,0.0,16.543000000000003,0.0,16.543000000000003
2018-01-01 01:47:00,0.0,0.0,16.535500000000003,0.0,16.535500000000003
2018-01-01 01:48:00,0.0,0.0,16.528000000000002,0.0,16.528000000000002
2018-01-01 01:49:00,0.0,0.0,16.520500000000002,0.0,16.520500000000002
2018-01-01 01:50:00,0.0,0.0,16.513,0.0,16.513
2018-01-01 01:51:00,0.0,0.0,16.5792,0.0,16.5792
2018-01-01 01:52:00,0.0,0.0,16.645400000000002,0.0,16.645400000000002
2018-01-01 01:53:00,0.0,0.0,16.7116,0.0,16.7116
2018-01-01 01:54:00,0.0,0.0,16.777800000000003,0.0,16.777800000000003
2018-01-01 01:55:00,0.0,0.0,16.844,0.0,16.844
2018-01-01 01:56:00,0.0,0.0,16.9102,0.0,16.9102
2018-01-01 01:57:00,0.0,0.0,16.9764,0.0,16.9764
2018-01-01 01:58:00,0.0,0.0,17.0426,0.0,17.0426
2018-01-01 01:59:00,0.0,0.0,17.108800000000002,0.0,17.108800000000002
2018-01-01 02:00:00,0.0,0.0,17.175,0.0,17.175
2018-01-01 02:01:00,0.0,0.0,17.1642,0.0,17.1642
2018-01-01 02:02:00,0.0,0.0,17.1534,0.0,17.1534
2018-01-01 02:03:00,0.0,0.0,17.1426,0.0,17.1426
2018-01-01 02:04:00,0.0,0.0,17.131800000000002,0.0,17.131800000000002
2018-01-01 02:05:00,0.0,0.0,17.121000000000002,0.0,17.121000000000002
2018-01-01 02:06:00,0.0,0.0,17.1102,0.0,17.1102
2018-01-01 02:07:00,0.0,0.0,17.0994,0.0,17.0994
2018-01-01 02:08:00,0.0,0.0,17.0886,0.0,17.0886
2018-01-01 02:09:00,0.0,0.0,17.0778,0.0,17.0778
2018-01-01 02:10:00,0.0,0.0,17.067,0.0,17.067
2018-01-01 02:11:00,0.0,0.0,17.073900000000002,0.0,17.073900000000002
2018-01-01 02:12:00,0.0,0.0,17.0808,0.0,17.0808
2018-01-01 02:13:00,0.0,0.0,17.087699999999998,0.0,17.087699999999998
2018-01-01 02:14:00,0.0,0.0,17.0946,0.0,17.0946
2018-01-01 02:15:00,0.0,0.0,17.1015,0.0,17.1015
2018-01-01 02:16:00,0.0,0.0,17.1084,0.0,17.1084
2018-01-01 02:17:00,0.0,0.0,17.115299999999998,0.0,17.115299999999998
2018-01-01 02:18:00,0.0,0.0,17.1222,0.0,17.1222
2018-01-01 02:19:00,0.0,0.0,17.1291,0.0,17.1291
2018-01-01 02:20:00,0.0,0.0,17.136,0.0,17.136
2018-01-01 02:21:00,0.0,0.0,17.0989,0.0,17.0989
2018-01-01 02:22:00,0.0,0.0,17.061799999999998,0.0,17.061799999999998
2018-01-01 02:23:00,0.0,0.0,17.0247,0.0,17.0247
2018-01-01 02:24:00,0.0,0.0,16.9876,0.0,16.9876
2018-01-01 02:25:00,0.0,0.0,16.950499999999998,0.0,16.950499999999998
2018-01-01 02:26:00,0.0,0.0,16.9134,0.0,16.9134
2018-01-01 02:27:00,0.0,0.0,16.8763,0.0,16.8763
2018-01-01 02:28:00,0.0,0.0,16.8392,0.0,16.8392
2018-01-01 02:29:00,0.0,0.0,16.8021,0.0,16.8021
2018-01-01 02:30:00,0.0,0.0,16.765,0.0,16.765
2018-01-01 02:31:00,0.0,0.0,16.852,0.0,16.852
2018-01-01 02:32:00,0.0,0.0,16.939,0.0,16.939
2018-01-01 02:33:00,0.0,0.0,17.026,0.0,17.026
2018-01-01 02:34:00,0.0,0.0,17.113,0.0,17.113
2018-01-01 02:35:00,0.0,0.0,17.200000000000003,0.0,17.200000000000003
2018-01-01 02:36:00,0.0,0.0,17.287000000000003,0.0,17.287000000000003
2018-01-01 02:37:00,0.0,0.0,17.374000000000002,0.0,17.374000000000002
2018-01-01 02:38:00,0.0,0.0,17.461000000000002,0.0,17.461000000000002
2018-01-01 02:39:00,0.0,0.0,17.548000000000002,0.0,17.548000000000002
2018-01-01 02:40:00,0.0,0.0,17.635,0.0,17.635
2018-01-01 02:41:00,0.0,0.0,17.595200000000002,0.0,17.595200000000002
2018-01-01 02:42:00,0.0,0.0,17.555400000000002,0.0,17.555400000000002
2018-01-01 02:43:00,0.0,0.0,17.5156,0.0,17.5156
2018-01-01 02:44:00,0.0,0.0,17.4758,0.0,17.4758
2018-01-01 02:45:00,0.0,0.0,17.436,0.0,17.436
2018-01-01 02:46:00,0.0,0.0,17.3962,0.0,17.3962
2018-01-01 02:47:00,0.0,0.0,17.3564,0.0,17.3564
2018-01-01 02:48:00,0.0,0.0,17.316599999999998,0.0,17.316599999999998
2018-01-01 02:49:00,0.0,0.0,17.276799999999998,0.0,17.276799999999998
2018-01-01 02:50:00,0.0,0.0,17.237,0.0,17.237
2018-01-01 02:51:00,0.0,0.0,17.235699999999998,0.0,17.235699999999998
2018-01-01 02:52:00,0.0,0.0,17.234399999999997,0.0,17.234399999999997
2018-01-01 02:53:00,0.0,0.0,17.2331,0.0,17.2331
2018-01-01 02:54:00,0.0,0.0,17.2318,0.0,17.2318
2018-01-01 02:55:00,0.0,0.0,17.2305,0.0,17.2305
2018-01-01 02:56:00,0.0,0.0,17.2292,0.0,17.2292
2018-01-01 02:57:00,0.0,0.0,17.227899999999998,0.0,17.227899999999998
2018-01-01 02:58:00,0.0,0.0,17.2266,0.0,17.2266
2018-01-01 02:59:00,0.0,0.0,17.2253,0.0,17.2253
2018-01-01 03:00:00,0.0,0.0,17.224,0.0,17.224
2018-01-01 03:01:00,0.0,0.0,17.165,0.0,17.165
2018-01-01 03:02:00,0.0,0.0,17.106,0.0,17.106
2018-01-01 03:03:00,0.0,0.0,17.047,0.0,17.047
2018-01-01 03:04:00,0.0,0.0,16.988,0.0,16.988
2018-01-01 03:05:00,0.0,0.0,16.929000000000002,0.0,16.929000000000002
2018-01-01 03:06:00,0.0,0.0,16.87,0.0,16.87
2018-01-01 03:07:00,0.0,0.0,16.811,0.0,16.811
2018-01-01 03:08:00,0.0,0.0,16.752,0.0,16.752
2018-01-01 03:09:00,0.0,0.0,16.693,0.0,16.693
2018-01-01 03:10:00,0.0,0.0,16.634,0.0,16.634
2018-01-01 03:11:00,0.0,0.0,16.5836,0.0,16.5836
2018-01-01 03:12:00,0.0,0.0,16.5332,0.0,16.5332
2018-01-01 03:13:00,0.0,0.0,16.4828,0.0,16.4828
2018-01-01 03:14:00,0.0,0.0,16.4324,0.0,16.4324
2018-01-01 03:15:00,0.0,0.0,16.381999999999998,0.0,16.381999999999998
2018-01-01 03:16:00,0.0,0.0,16.331599999999998,0.0,16.331599999999998
2018-01-01 03:17:00,0.0,0.0,16.2812,0.0,16.2812
2018-01-01 03:18:00,0.0,0.0,16.2308,0.0,16.2308
2018-01-01 03:19:00,0.0,0.0,16.1804,0.0,16.1804
2018-01-01 03:20:00,0.0,0.0,16.13,0.0,16.13
2018-01-01 03:21:00,0.0,0.0,16.1176,0.0,16.1176
2018-01-01 03:22:00,0.0,0.0,16.1052,0.0,16.1052
2018-01-01 03:23:00,0.0,0.0,16.0928,0.0,16.0928
2018-01-01 03:24:00,0.0,0.0,16.0804,0.0,16.0804
2018-01-01 03:25:00,0.0,0.0,16.067999999999998,0.0,16.067999999999998
2018-01-01 03:26:00,0.0,0.0,16.0556,0.0,16.0556
2018-01-01 03:27:00,0.0,0.0,16.0432,0.0,16.0432
2018-01-01 03:28:00,0.0,0.0,16.0308,0.0,16.0308
2018-01-01 03:29:00,0.0,0.0,16.0184,0.0,16.0184
2018-01-01 03:30:00,0.0,0.0,16.006,0.0,16.006
2018-01-01 03:31:00,0.0,0.0,16.035,0.0,16.035
2018-01-01 03:32:00,0.0,0.0,16.064,0.0,16.064
2018-01-01 03:33:00,0.0,0.0,16.093,0.0,16.093
2018-01-01 03:34:00,0.0,0.0,16.122,0.0,16.122
2018-01-01 03:35:00,0.0,0.0,16.151,0.0,16.151
2018-01-01 03:36:00,0.0,0.0,16.18,0.0,16.18
2018-01-01 03:37:00,0.0,0.0,16.209,0.0,16.209
2018-01-01 03:38:00,0.0,0.0,16.238,0.0,16.238
2018-01-01 03:39:00,0.0,0.0,16.267,0.0,16.267
2018-01-01 03:40:00,0.0,0.0,16.296,0.0,16.296
2018-01-01 03:41:00,0.0,0.0,16.3666,0.0,16.3666
2018-01-01 03:42:00,0.0,0.0,16.4372,0.0,16.4372
2018-01-01 03:43:00,0.0,0.0,16.5078,0.0,16.5078
2018-01-01 03:44:00,0.0,0.0,16.5784,0.0,16.5784
2018-01-01 03:45:00,0.0,0.0,16.649,0.0,16.649
2018-01-01 03:46:00,0.0,0.0,16.7196,0.0,16.7196
2018-01-01 03:47:00,0.0,0.0,16.7902,0.0,16.7902
2018-01-01 03:48:00,0.0,0.0,16.860799999999998,0.0,16.860799999999998
2018-01-01 03:49:00,0.0,0.0,16.9314,0.0,16.9314
2018-01-01 03:50:00,0.0,0.0,17.002,0.0,17.002
2018-01-01 03:51:00,0.0,0.0,16.9424,0.0,16.9424
2018-01-01 03:52:00,0.0,0.0,16.8828,0.0,16.8828
2018-01-01 03:53:00,0.0,0.0,16.8232,0.0,16.8232
2018-01-01 03:54:00,0.0,0.0,16.7636,0.0,16.7636
2018-01-01 03:55:00,0.0,0.0,16.704,0.0,16.704
2018-01-01 03:56:00,0.0,0.0,16.644399999999997,0.0,16.644399999999997
2018-01-01 03:57:00,0.0,0.0,16.584799999999998,0.0,16.584799999999998
2018-01-01 03:58:00,0.0,0.0,16.525199999999998,0.0,16.525199999999998
2018-01-01 03:59:00,0.0,0.0,16.4656,0.0,16.4656
2018-01-01 04:00:00,0.0,0.0,16.406,0.0,16.406
2018-01-01 04:01:00,0.0,0.0,16.3752,0.0,16.3752
2018-01-01 04:02:00,0.0,0.0,16.3444,0.0,16.3444
2018-01-01 04:03:00,0.0,0.0,16.313599999999997,0.0,16.313599999999997
2018-01-01 04:04:00,0.0,0.0,16.282799999999998,0.0,16.282799999999998
2018-01-01 04:05:00,0.0,0.0,16.252,0.0,16.252
2018-01-01 04:06:00,0.0,0.0,16.2212,0.0,16.2212
2018-01-01 04:07:00,0.0,0.0,16.1904,0.0,16.1904
2018-01-01 04:08:00,0.0,0.0,16.159599999999998,0.0,16.159599999999998
2018-01-01 04:09:00,0.0,0.0,16.1288,0.0,16.1288
2018-01-01 04:10:00,0.0,0.0,16.098,0.0,16.098
2018-01-01 04:11:00,0.0,0.0,16.0004,0.0,16.0004
2018-01-01 04:12:00,0.0,0.0,15.9028,0.0,15.9028
2018-01-01 04:13:00,0.0,0.0,15.8052,0.0,15.8052
2018-01-01 04:14:00,0.0,0.0,15.7076,0.0,15.7076
2018-01-01 04:15:00,0.0,0.0,15.61,0.0,15.61
2018-01-01 04:16:00,0.0,0.0,15.5124,0.0,15.5124
2018-01-01 04:17:00,0.0,0.0,15.4148,0.0,15.4148
2018-01-01 04:18:00,0.0,0.0,15.3172,0.0,15.3172
2018-01-01 04:19:00,0.0,0.0,15.2196,0.0,15.2196
2018-01-01 04:20:00,0.0,0.0,15.122,0.0,15.122
2018-01-01 04:21:00,0.0,0.0,15.1851,0.0,15.1851
2018-01-01 04:22:00,0.0,0.0,15.2482,0.0,15.2482
2018-01-01 04:23:00,0.0,0.0,15.3113,0.0,15.3113
2018-01-01 04:24:00,0.0,0.0,15.3744,0.0,15.3744
2018-01-01 04:25:00,0.0,0.0,15.4375,0.0,15.4375
2018-01-01 04:26:00,0.0,0.0,15.5006,0.0,15.5006
2018-01-01 04:27:00,0.0,0.0,15.5637,0.0,15.5637
2018-01-01 04:28:00,0.0,0.0,15.6268,0.0,15.6268
2018-01-01 04:29:00,0.0,0.0,15.6899,0.0,15.6899
2018-01-01 04:30:00,0.0,0.0,15.753,0.0,15.753
2018-01-01 04:31:00,0.0,0.0,15.7972,0.0,15.7972
2018-01-01 04:32:00,0.0,0.0,15.8414,0.0,15.8414
2018-01-01 04:33:00,0.0,0.0,15.8856,0.0,15.8856
2018-01-01 04:34:00,0.0,0.0,15.9298,0.0,15.9298
2018-01-01 04:35:00,0.0,0.0,15.974,0.0,15.974
2018-01-01 04:36:00,0.0,0.0,16.0182,0.0,16.0182
2018-01-01 04:37:00,0.0,0.0,16.0624,0.0,16.0624
2018-01-01 04:38:00,0.0,0.0,16.1066,0.0,16.1066
2018-01-01 04:39:00,0.0,0.0,16.1508,0.0,16.1508
2018-01-01 04:40:00,0.0,0.0,16.195,0.0,16.195
2018-01-01 04:41:00,0.0,0.0,16.5186,0.0,16.5186
2018-01-01 04:42:00,0.0,0.0,16.842200000000002,0.0,16.842200000000002
2018-01-01 04:43:00,0.0,0.0,17.1658,0.0,17.1658
2018-01-01 04:44:00,0.0,0.0,17.4894,0.0,17.4894
2018-01-01 04:45:00,0.0,0.0,17.813000000000002,0.0,17.813000000000002
2018-01-01 04:46:00,0.0,0.0,18.1366,0.0,18.1366
2018-01-01 04:47:00,0.0,0.0,18.4602,0.0,18.4602
2018-01-01 04:48:00,0.0,0.0,18.7838,0.0,18.7838
2018-01-01 04:49:00,0.0,0.0,19.107400000000002,0.0,19.107400000000002
2018-01-01 04:50:00,0.0,0.0,19.431,0.0,19.431
2018-01-01 04:51:00,0.0,0.0,20.4159,0.0,20.4159
2018-01-01 04:52:00,0.0,0.0,21.4008,0.0,21.4008
2018-01-01 04:53:00,0.0,0.0,22.3857,0.0,22.3857
2018-01-01 04:54:00,0.0,0.0,23.3706,0.0,23.3706
2018-01-01 04:55:00,0.0,0.0,24.3555,0.0,24.3555
2018-01-01 04:56:00,0.0,0.0,25.340400000000002,0.0,25.340400000000002
2018-01-01 04:57:00,0.0,0.0,26.325300000000002,0.0,26.325300000000002
2018-01-01 04:58:00,0.0,0.0,27.310200000000002,0.0,27.310200000000002
2018-01-01 04:59:00,0.0,0.0,28.2951,0.0,28.2951
2018-01-01 05:00:00,0.0,0.0,29.28,0.0,29.28
2018-01-01 05:01:00,0.0,0.0,29.407400000000003,0.0,29.407400000000003
2018-01-01 05:02:00,0.0,0.0,29.5348,0.0,29.5348
2018-01-01 05:03:00,0.0,0.0,29.6622,0.0,29.6622
2018-01-01 05:04:00,0.0,0.0,29.7896,0.0,29.7896
2018-01-01 05:05:00,0.0,0.0,29.917,0.0,29.917
2018-01-01 05:06:00,0.0,0.0,30.0444,0.0,30.0444
2018-01-01 05:07:00,0.0,0.0,30.171799999999998,0.0,30.171799999999998
2018-01-01 05:08:00,0.0,0.0,30.2992,0.0,30.2992
2018-01-01 05:09:00,0.0,0.0,30.4266,0.0,30.4266
2018-01-01 05:10:00,0.0,0.0,30.554,0.0,30.554
2018-01-01 05:11:00,0.0,0.0,31.0792,0.0,31.0792
2018-01-01 05:12:00,0.0,0.0,31.6044,0.0,31.6044
2018-01-01 05:13:00,0.0,0.0,32.129599999999996,0.0,32.129599999999996
2018-01-01 05:14:00,0.0,0.0,32.654799999999994,0.0,32.654799999999994
2018-01-01 05:15:00,0.0,0.0,33.18,0.0,33.18
2018-01-01 05:16:00,0.0,0.0,33.7052,0.0,33.7052
2018-01-01 05:17:00,0.0,0.0,34.230399999999996,0.0,34.230399999999996
2018-01-01 05:18:00,0.0,0.0,34.7556,0.0,34.7556
2018-01-01 05:19:00,0.0,0.0,35.2808,0.0,35.2808
2018-01-01 05:20:00,0.0,0.0,35.806,0.0,35.806
2018-01-01 05:21:00,0.0,0.0,35.891799999999996,0.0,35.891799999999996
2018-01-01 05:22:00,0.0,0.0,35.977599999999995,0.0,35.977599999999995
2018-01-01 05:23:00,0.0,0.0,36.0634,0.0,36.0634
2018-01-01 05:24:00,0.0,0.0,36.1492,0.0,36.1492
2018-01-01 05:25:00,0.0,0.0,36.235,0.0,36.235
2018-01-01 05:26:00,0.0,0.0,36.3208,0.0,36.3208
2018-01-01 05:27:00,0.0,0.0,36.4066,0.0,36.4066
2018-01-01 05:28:00,0.0,0.0,36.4924,0.0,36.4924
2018-01-01 05:29:00,0.0,0.0,36.5782,0.0,36.5782
2018-01-01 05:30:00,0.0,0.0,36.664,0.0,36.664
2018-01-01 05:31:00,0.0,0.0,35.9874,0.0,35.9874
2018-01-01 05:32:00,0.0,0.0,35.3108,0.0,35.3108
2018-01-01 05:33:00,0.0,0.0,34.6342,0.0,34.6342
2018-01-01 05:34:00,0.0,0.0,33.9576,0.0,33.9576
2018-01-01 05:35:00,0.0,0.0,33.281,0.0,33.281
2018-01-01 05:36:00,0.0,0.0,32.6044,0.0,32.6044
2018-01-01 05:37:00,0.0,0.0,31.9278,0.0,31.9278
2018-01-01 05:38:00,0.0,0.0,31.2512,0.0,31.2512
2018-01-01 05:39:00,0.0,0.0,30.5746,0.0,30.5746
2018-01-01 05:40:00,0.0,0.0,29.898,0.0,29.898
2018-01-01 05:41:00,0.0,0.0,29.9843,0.0,29.9843
2018-01-01 05:42:00,0.0,0.0,30.0706,0.0,30.0706
2018-01-01 05:43:00,0.0,0.0,30.1569,0.0,30.1569
2018-01-01 05:44:00,0.0,0.0,30.243199999999998,0.0,30.243199999999998
2018-01-01 05:45:00,0.0,0.0,30.3295,0.0,30.3295
2018-01-01 05:46:00,0.0,0.0,30.4158,0.0,30.4158
2018-01-01 05:47:00,0.0,0.0,30.5021,0.0,30.5021
2018-01-01 05:48:00,0.0,0.0,30.5884,0.0,30.5884
2018-01-01 05:49:00,0.0,0.0,30.674699999999998,0.0,30.674699999999998
2018-01-01 05:50:00,0.0,0.0,30.761,0.0,30.761
2018-01-01 05:51:00,0.0,0.0,30.703599999999998,0.0,30.703599999999998
2018-01-01 05:52:00,0.0,0.0,30.6462,0.0,30.6462
2018-01-01 05:53:00,0.0,0.0,30.5888,0.0,30.5888
2018-01-01 05:54:00,0.0,0.0,30.5314,0.0,30.5314
2018-01-01 05:55:00,0.0,0.0,30.474,0.0,30.474
2018-01-01 05:56:00,0.0,0.0,30.4166,0.0,30.4166
2018-01-01 05:57:00,0.0,0.0,30.3592,0.0,30.3592
2018-01-01 05:58:00,0.0,0.0,30.3018,0.0,30.3018
2018-01-01 05:59:00,0.0,0.0,30.244400000000002,0.0,30.244400000000002
2018-01-01 06:00:00,0.0,0.0,30.187,0.0,30.187
2018-01-01 06:01:00,0.0,0.0,30.169600000000003,0.0,30.169600000000003
2018-01-01 06:02:00,0.0,0.0,30.1522,0.0,30.1522
2018-01-01 06:03:00,0.0,0.0,30.134800000000002,0.0,30.134800000000002
2018-01-01 06:04:00,0.0,0.0,30.1174,0.0,30.1174
2018-01-01 06:05:00,0.0,0.0,30.1,0.0,30.1
2018-01-01 06:06:00,0.0,0.0,30.082600000000003,0.0,30.082600000000003
2018-01-01 06:07:00,0.0,0.0,30.0652,0.0,30.0652
2018-01-01 06:08:00,0.0,0.0,30.047800000000002,0.0,30.047800000000002
2018-01-01 06:09:00,0.0,0.0,30.0304,0.0,30.0304
2018-01-01 06:10:00,0.0,0.0,30.013,0.0,30.013
2018-01-01 06:11:00,0.0,0.0,30.4875,0.0,30.4875
2018-01-01 06:12:00,0.0,0.0,30.962000000000003,0.0,30.962000000000003
2018-01-01 06:13:00,0.0,0.0,31.436500000000002,0.0,31.436500000000002
2018-01-01 06:14:00,0.0,0.0,31.911,0.0,31.911
2018-01-01 06:15:00,0.0,0.0,32.3855,0.0,32.3855
2018-01-01 06:16:00,0.0,0.0,32.86,0.0,32.86
2018-01-01 06:17:00,0.0,0.0,33.334500000000006,0.0,33.334500000000006
2018-01-01 06:18:00,0.0,0.0,33.809000000000005,0.0,33.809000000000005
2018-01-01 06:19:00,0.0,0.0,34.283500000000004,0.0,34.283500000000004
2018-01-01 06:20:00,0.0,0.0,34.758,0.0,34.758
2018-01-01 06:21:00,0.0,0.0,34.4885,0.0,34.4885
2018-01-01 06:22:00,0.0,0.0,34.219,0.0,34.219
2018-01-01 06:23:00,0.0,0.0,33.9495,0.0,33.9495
2018-01-01 06:24:00,0.0,0.0,33.68,0.0,33.68
2018-01-01 06:25:00,0.0,0.0,33.4105,0.0,33.4105
2018-01-01 06:26:00,0.0,0.0,33.141000000000005,0.0,33.141000000000005
