,Uncontrolled,Discrimintation Free,"First Come, First Served",With Battery,Cost optimized,Uncontrolled_Trafolast,Discrimintation Free_Trafolast,"First Come, First Served_Trafolast",With Battery_Trafolast,Cost optimized_Trafolast,Preload,Energy_price_(Euro/MWh),CO2e(kg/kWh)
156,0.0,0.0,0.0,0.0,0.0,84.17399999999999,84.17399999999999,84.17399999999999,84.18913293332639,84.17399999999999,84.17399999999999,152.7146,0.73
157,0.0,0.0,0.0,0.0,0.0,84.5195,84.5195,84.5195,84.53400239292449,84.5195,84.5195,152.6979333333333,0.73
158,0.0,0.0,0.0,0.0,0.0,84.865,84.865,84.865,84.8788981251024,84.865,84.865,152.68126666666666,0.73
159,0.0,0.0,0.0,0.0,0.0,85.2105,85.2105,85.2105,85.22381903516666,85.2105,85.2105,152.66459999999998,0.73
160,0.0,0.0,0.0,0.0,0.0,85.556,85.556,85.556,85.56876407403614,85.556,85.556,152.64793333333333,0.73
161,0.0,0.0,0.0,0.0,0.0,85.256,85.256,85.256,85.26823223634156,85.256,85.256,152.63126666666665,0.73
162,0.0,0.0,0.0,0.0,0.0,84.956,84.956,84.956,84.96772255860412,84.956,84.956,152.6146,0.73
163,0.0,0.0,0.0,0.0,0.0,84.65599999999999,84.65599999999999,84.65599999999999,84.66723411749001,84.65599999999999,84.65599999999999,152.59793333333332,0.73
164,0.0,0.0,0.0,0.0,0.0,84.356,84.356,84.356,84.36676602813785,84.356,84.356,152.58126666666666,0.73
165,0.0,0.0,0.0,0.0,0.0,84.056,84.056,84.056,84.0663174425555,84.056,84.056,152.56459999999998,0.73
166,0.0,0.0,0.0,0.0,0.0,83.756,83.756,83.756,83.76588754808395,83.756,83.756,152.5479333333333,0.73
167,0.0,0.0,0.0,0.0,0.0,83.456,83.456,83.456,83.46547556592503,83.456,83.456,152.53126666666665,0.73
168,0.0,0.0,0.0,0.0,0.0,83.15599999999999,83.15599999999999,83.15599999999999,83.16508074973059,83.15599999999999,83.15599999999999,152.51459999999997,0.73
169,0.0,0.0,0.0,0.0,0.0,82.856,82.856,82.856,82.8647023842504,82.856,82.856,152.49793333333332,0.73
170,0.0,0.0,0.0,0.0,0.0,82.556,82.556,82.556,82.5643397840364,82.556,82.556,152.48126666666664,0.73
171,0.0,0.0,0.0,0.0,0.0,82.5409,82.5409,82.5409,82.5488922922009,82.5409,82.5409,152.4646,0.73
172,0.0,0.0,0.0,0.0,0.0,82.5258,82.5258,82.5258,82.53345927922665,82.5258,82.5258,152.4479333333333,0.73
173,0.0,0.0,0.0,0.0,0.0,82.5107,82.5107,82.5107,82.51804014182628,82.5107,82.5107,152.43126666666666,0.73
174,0.0,0.0,0.0,0.0,0.0,82.4956,82.4956,82.4956,82.5026343018495,82.4956,82.4956,152.41459999999998,0.73
175,0.0,0.0,0.0,0.0,0.0,82.4805,82.4805,82.4805,82.48724120523568,82.4805,82.4805,152.39793333333333,0.73
176,0.0,0.0,0.0,0.0,0.0,82.4654,82.4654,82.4654,82.47186032101007,82.4654,82.4654,152.38126666666665,0.73
177,0.0,0.0,0.0,0.0,0.0,82.4503,82.4503,82.4503,82.45649114032194,82.4503,82.4503,152.3646,0.73
178,0.0,0.0,0.0,0.0,0.0,82.4352,82.4352,82.4352,82.44113317552275,82.4352,82.4352,152.34793333333332,0.73
179,0.0,0.0,0.0,0.0,0.0,82.4201,82.4201,82.4201,82.42578595928266,82.4201,82.4201,152.33126666666666,0.73
180,0.0,0.0,0.0,0.0,0.0,82.405,82.405,82.405,82.41044904374395,82.405,82.405,152.31459999999998,0.73
181,0.0,0.0,0.0,0.0,0.0,82.5174,82.5174,82.5174,82.5226219997097,82.5174,82.5174,152.26459999999997,0.7328333333333333
182,0.0,0.0,0.0,0.0,0.0,82.6298,82.6298,82.6298,82.63480441586627,82.6298,82.6298,152.2146,0.7356666666666667
183,0.0,0.0,0.0,0.0,0.0,82.7422,82.7422,82.7422,82.74699589803807,82.7422,82.7422,152.16459999999998,0.7384999999999999
184,0.0,0.0,0.0,0.0,0.0,82.8546,82.8546,82.8546,82.85919606847357,82.8546,82.8546,152.1146,0.7413333333333333
185,0.0,0.0,0.0,0.0,0.0,82.967,82.967,82.967,82.97140456516088,82.967,82.967,152.06459999999998,0.7441666666666666
186,0.0,0.0,0.0,0.0,0.0,83.07939999999999,83.07939999999999,83.07939999999999,83.08362104117205,83.07939999999999,83.07939999999999,152.01459999999997,0.747
187,0.0,0.0,0.0,0.0,0.0,83.1918,83.1918,83.1918,83.19584516403445,83.1918,83.1918,151.9646,0.7498333333333334
188,0.0,0.0,0.0,0.0,0.0,83.3042,83.3042,83.3042,83.3080766151285,83.3042,83.3042,151.91459999999998,0.7526666666666667
189,0.0,0.0,0.0,0.0,0.0,83.4166,83.4166,83.4166,83.42031508911049,83.4166,83.4166,151.8646,0.7555
190,0.0,0.0,0.0,0.0,0.0,83.529,83.529,83.529,83.53256029335937,83.529,83.529,151.81459999999998,0.7583333333333333
191,0.0,0.0,0.0,0.0,0.0,83.35079999999999,83.35079999999999,83.35079999999999,83.3542119474467,83.35079999999999,83.35079999999999,151.76459999999997,0.7611666666666667
192,0.0,0.0,0.0,0.0,0.0,83.1726,83.1726,83.1726,83.17586978262857,83.1726,83.1726,151.7146,0.764
193,0.0,0.0,0.0,0.0,0.0,82.9944,82.9944,82.9944,82.99753354135872,82.9944,82.9944,151.66459999999998,0.7668333333333334
194,0.0,0.0,0.0,0.0,0.0,82.8162,82.8162,82.8162,82.81920297682208,82.8162,82.8162,151.6146,0.7696666666666666
195,0.0,0.0,0.0,0.0,0.0,82.638,82.638,82.638,82.64087785248755,82.638,82.638,151.56459999999998,0.7725
