,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,2.7538
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,327.83
F3_Zeitl. Auslastung (%)_OPT,28.63
Max. Gleichzeitigkeitsfaktor_OPT,2285.49
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,85.93256
Total CO2 emissions in kge_OPT,1615.52
Energy price per kWh_OPT,0.031
