,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,225.0
Gelad. Energie (MWh)_OPT,0.9802
F1_Fzg.- Auslastung (%)_OPT,100.0
F2_Energ. Auslastung(%)_OPT,116.69
F3_Zeitl. Auslastung (%)_OPT,12.63
Max. Gleichzeitigkeitsfaktor_OPT,1250.0
Trafo Spitzenlast (%)_OPT,49.68
Total charging costs in Euro_OPT,18.25906
Total CO2 emissions in kge_OPT,446.1
Energy price per kWh_OPT,0.019
