,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,1.9016
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,514.5
F3_Zeitl. Auslastung (%)_OPT,30.64
Max. Gleichzeitigkeitsfaktor_OPT,483.52
Trafo Spitzenlast (%)_OPT,44.04
Total charging costs in Euro_OPT,58.07593
Total CO2 emissions in kge_OPT,1135.3
Energy price per kWh_OPT,0.031
