,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,0.951
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,514.62
F3_Zeitl. Auslastung (%)_OPT,30.64
Max. Gleichzeitigkeitsfaktor_OPT,121.01
Trafo Spitzenlast (%)_OPT,27.29
Total charging costs in Euro_OPT,29.04476
Total CO2 emissions in kge_OPT,567.79
Energy price per kWh_OPT,0.031
