,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,225.0
Gelad. Energie (MWh)_OPT,0.44
F1_Fzg.- Auslastung (%)_OPT,100.0
F2_Energ. Auslastung(%)_OPT,238.1
F3_Zeitl. Auslastung (%)_OPT,13.46
Max. Gleichzeitigkeitsfaktor_OPT,84.71
Trafo Spitzenlast (%)_OPT,21.99
Total charging costs in Euro_OPT,3.50785
Total CO2 emissions in kge_OPT,285.11
Energy price per kWh_OPT,0.008
