,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,225.0
Gelad. Energie (MWh)_OPT,1.0294
F1_Fzg.- Auslastung (%)_OPT,100.0
F2_Energ. Auslastung(%)_OPT,122.54
F3_Zeitl. Auslastung (%)_OPT,12.59
Max. Gleichzeitigkeitsfaktor_OPT,1250.0
Trafo Spitzenlast (%)_OPT,49.68
Total charging costs in Euro_OPT,12.95158
Total CO2 emissions in kge_OPT,641.17
Energy price per kWh_OPT,0.013
