,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,2.3614
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,638.9
F3_Zeitl. Auslastung (%)_OPT,30.64
Max. Gleichzeitigkeitsfaktor_OPT,483.52
Trafo Spitzenlast (%)_OPT,45.99
Total charging costs in Euro_OPT,10.85458
Total CO2 emissions in kge_OPT,1449.53
Energy price per kWh_OPT,0.005
