,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,1.5419
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,417.18
F3_Zeitl. Auslastung (%)_OPT,30.64
Max. Gleichzeitigkeitsfaktor_OPT,435.16
Trafo Spitzenlast (%)_OPT,43.0
Total charging costs in Euro_OPT,23.81776
Total CO2 emissions in kge_OPT,916.66
Energy price per kWh_OPT,0.015
