,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,225.0
Gelad. Energie (MWh)_OPT,0.8798
F1_Fzg.- Auslastung (%)_OPT,100.0
F2_Energ. Auslastung(%)_OPT,238.05
F3_Zeitl. Auslastung (%)_OPT,13.46
Max. Gleichzeitigkeitsfaktor_OPT,338.46
Trafo Spitzenlast (%)_OPT,34.21
Total charging costs in Euro_OPT,7.00883
Total CO2 emissions in kge_OPT,570.12
Energy price per kWh_OPT,0.008
