,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,225.0
Gelad. Energie (MWh)_OPT,0.378
F1_Fzg.- Auslastung (%)_OPT,100.0
F2_Energ. Auslastung(%)_OPT,204.57
F3_Zeitl. Auslastung (%)_OPT,13.46
Max. Gleichzeitigkeitsfaktor_OPT,84.71
Trafo Spitzenlast (%)_OPT,21.99
Total charging costs in Euro_OPT,4.35231
Total CO2 emissions in kge_OPT,240.02
Energy price per kWh_OPT,0.012
