,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,0.6443
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,348.66
F3_Zeitl. Auslastung (%)_OPT,30.64
Max. Gleichzeitigkeitsfaktor_OPT,108.91
Trafo Spitzenlast (%)_OPT,27.29
Total charging costs in Euro_OPT,13.29768
Total CO2 emissions in kge_OPT,294.6
Energy price per kWh_OPT,0.021
