,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,225.0
Gelad. Energie (MWh)_OPT,1.3588
F1_Fzg.- Auslastung (%)_OPT,100.0
F2_Energ. Auslastung(%)_OPT,161.77
F3_Zeitl. Auslastung (%)_OPT,12.33
Max. Gleichzeitigkeitsfaktor_OPT,2000.0
Trafo Spitzenlast (%)_OPT,70.51
Total charging costs in Euro_OPT,38.16647
Total CO2 emissions in kge_OPT,830.06
Energy price per kWh_OPT,0.028
