,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,518.0
Gelad. Energie (MWh)_OPT,3.1517
F1_Fzg.- Auslastung (%)_OPT,94.18
F2_Energ. Auslastung(%)_OPT,375.21
F3_Zeitl. Auslastung (%)_OPT,27.93
Max. Gleichzeitigkeitsfaktor_OPT,2250.0
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,16.74323
Total CO2 emissions in kge_OPT,1905.22
Energy price per kWh_OPT,0.005
