,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,382.0
Gelad. Energie (MWh)_OPT,0.0
F1_Fzg.- Auslastung (%)_OPT,69.45
F2_Energ. Auslastung(%)_OPT,0.01
F3_Zeitl. Auslastung (%)_OPT,40.36
Max. Gleichzeitigkeitsfaktor_OPT,0.0
Trafo Spitzenlast (%)_OPT,12.1
