,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,539.0
Gelad. Energie (MWh)_OPT,3.4338
F1_Fzg.- Auslastung (%)_OPT,98.0
F2_Energ. Auslastung(%)_OPT,408.78
F3_Zeitl. Auslastung (%)_OPT,28.84
Max. Gleichzeitigkeitsfaktor_OPT,2250.0
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,19.81075
Total CO2 emissions in kge_OPT,2371.55
Energy price per kWh_OPT,0.006
