,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,224.0
Gelad. Energie (MWh)_OPT,0.988
F1_Fzg.- Auslastung (%)_OPT,99.56
F2_Energ. Auslastung(%)_OPT,267.31
F3_Zeitl. Auslastung (%)_OPT,13.13
Max. Gleichzeitigkeitsfaktor_OPT,338.46
Trafo Spitzenlast (%)_OPT,28.91
Total charging costs in Euro_OPT,16.11381
Total CO2 emissions in kge_OPT,472.09
Energy price per kWh_OPT,0.016
