,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,224.0
Gelad. Energie (MWh)_OPT,0.4941
F1_Fzg.- Auslastung (%)_OPT,99.56
F2_Energ. Auslastung(%)_OPT,267.36
F3_Zeitl. Auslastung (%)_OPT,13.13
Max. Gleichzeitigkeitsfaktor_OPT,84.71
Trafo Spitzenlast (%)_OPT,18.86
Total charging costs in Euro_OPT,8.06015
Total CO2 emissions in kge_OPT,302.3
Energy price per kWh_OPT,0.016
