,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,539.0
Gelad. Energie (MWh)_OPT,1.2515
F1_Fzg.- Auslastung (%)_OPT,98.0
F2_Energ. Auslastung(%)_OPT,677.21
F3_Zeitl. Auslastung (%)_OPT,31.69
Max. Gleichzeitigkeitsfaktor_OPT,121.01
Trafo Spitzenlast (%)_OPT,29.04
Total charging costs in Euro_OPT,5.35846
Total CO2 emissions in kge_OPT,872.63
Energy price per kWh_OPT,0.004
