,0
Angek. Fzg._WS,5000.0
Gelad. Fzg._WS,38.0
Gelad. Energie (MWh)_WS,0.3846
Unbed. Fzg._WS,4962.0
F1 Fzg.- Auslastung (%)_WS,0.76
F2 Energ. Auslastung(%)_WS,21.72
F3 Zeitl. Auslastung (%)_WS,99.09
Max. Gleichzeitigkeitsfaktor_WS,1.0
Trafo Spitzenlast (%)_WS,61.71
CO2_Emissionen (kge)_WS,242.02
Energiekosten (Euro)_WS,91.98
Kosten (Cent per kWh)_WS,23.91
Zufriedenheit (%)_WS,86.84
