,0
Angek. Fzg._FCFS,5000.0
Gelad. Fzg._FCFS,799.0
Gelad. Energie (MWh)_FCFS,11.7746
Unbed. Fzg._FCFS,4201.0
F1 Fzg.- Auslastung (%)_FCFS,15.98
F2 Energ. Auslastung(%)_FCFS,11.08
F3 Zeitl. Auslastung (%)_FCFS,83.71
Max. Gleichzeitigkeitsfaktor_FCFS,0.33
Trafo Spitzenlast (%)_FCFS,80.26
CO2_Emissionen (kge)_FCFS,7461.86
Energiekosten (Euro)_FCFS,2809.46
Kosten (Cent per kWh)_FCFS,23.86
Zufriedenheit (%)_FCFS,97.37
