,0
Angek. Fzg._WS,5000.0
Gelad. Fzg._WS,784.0
Gelad. Energie (MWh)_WS,9.7986
Unbed. Fzg._WS,4216.0
F1 Fzg.- Auslastung (%)_WS,15.68
F2 Energ. Auslastung(%)_WS,9.22
F3 Zeitl. Auslastung (%)_WS,83.35
Max. Gleichzeitigkeitsfaktor_WS,0.29
Trafo Spitzenlast (%)_WS,72.07
CO2_Emissionen (kge)_WS,6227.35
Energiekosten (Euro)_WS,2331.26
Kosten (Cent per kWh)_WS,23.79
Zufriedenheit (%)_WS,82.78
