,0
Angek. Fzg._FCFS,5000.0
Gelad. Fzg._FCFS,34.0
Gelad. Energie (MWh)_FCFS,0.4444
Unbed. Fzg._FCFS,4966.0
F1 Fzg.- Auslastung (%)_FCFS,0.68
F2 Energ. Auslastung(%)_FCFS,25.09
F3 Zeitl. Auslastung (%)_FCFS,98.78
Max. Gleichzeitigkeitsfaktor_FCFS,1.0
Trafo Spitzenlast (%)_FCFS,61.67
CO2_Emissionen (kge)_FCFS,280.17
Energiekosten (Euro)_FCFS,105.65
Kosten (Cent per kWh)_FCFS,23.77
Zufriedenheit (%)_FCFS,79.41
