,0
Angek. Fzg._DF,5000.0
Gelad. Fzg._DF,853.0
Gelad. Energie (MWh)_DF,11.7762
Unbed. Fzg._DF,4147.0
F1 Fzg.- Auslastung (%)_DF,17.06
F2 Energ. Auslastung(%)_DF,21.24
F3 Zeitl. Auslastung (%)_DF,87.15
Max. Gleichzeitigkeitsfaktor_DF,0.55
Trafo Spitzenlast (%)_DF,55.27
CO2_Emissionen (kge)_DF,7571.41
Energiekosten (Euro)_DF,2789.57
Kosten (Cent per kWh)_DF,23.69
Zufriedenheit (%)_DF,93.43
