,0
Angek. Fzg._DF,5000.0
Gelad. Fzg._DF,790.0
Gelad. Energie (MWh)_DF,10.2779
Unbed. Fzg._DF,4210.0
F1 Fzg.- Auslastung (%)_DF,15.8
F2 Energ. Auslastung(%)_DF,9.67
F3 Zeitl. Auslastung (%)_DF,83.74
Max. Gleichzeitigkeitsfaktor_DF,0.29
Trafo Spitzenlast (%)_DF,72.27
CO2_Emissionen (kge)_DF,6501.43
Energiekosten (Euro)_DF,2453.26
Kosten (Cent per kWh)_DF,23.87
Zufriedenheit (%)_DF,84.05
