,0
Angek. Fzg._FCFS,5000.0
Gelad. Fzg._FCFS,848.0
Gelad. Energie (MWh)_FCFS,11.8785
Unbed. Fzg._FCFS,4152.0
F1 Fzg.- Auslastung (%)_FCFS,16.96
F2 Energ. Auslastung(%)_FCFS,21.43
F3 Zeitl. Auslastung (%)_FCFS,87.57
Max. Gleichzeitigkeitsfaktor_FCFS,0.53
Trafo Spitzenlast (%)_FCFS,55.32
CO2_Emissionen (kge)_FCFS,7613.26
Energiekosten (Euro)_FCFS,2811.46
Kosten (Cent per kWh)_FCFS,23.67
Zufriedenheit (%)_FCFS,93.04
