,0
Angek. Fzg._UC,5000.0
Gelad. Fzg._UC,801.0
Gelad. Energie (MWh)_UC,12.0352
Unbed. Fzg._UC,4199.0
F1 Fzg.- Auslastung (%)_UC,16.02
F2 Energ. Auslastung(%)_UC,11.33
F3 Zeitl. Auslastung (%)_UC,83.79
Max. Gleichzeitigkeitsfaktor_UC,0.35
Trafo Spitzenlast (%)_UC,100.31
CO2_Emissionen (kge)_UC,7649.78
Energiekosten (Euro)_UC,2859.27
Kosten (Cent per kWh)_UC,23.76
Zufriedenheit (%)_UC,96.88
