,0
Angek. Fzg._UC,5000.0
Gelad. Fzg._UC,843.0
Gelad. Energie (MWh)_UC,11.3437
Unbed. Fzg._UC,4157.0
F1 Fzg.- Auslastung (%)_UC,16.86
F2 Energ. Auslastung(%)_UC,20.46
F3 Zeitl. Auslastung (%)_UC,87.24
Max. Gleichzeitigkeitsfaktor_UC,0.49
Trafo Spitzenlast (%)_UC,56.54
CO2_Emissionen (kge)_UC,7357.86
Energiekosten (Euro)_UC,2672.77
Kosten (Cent per kWh)_UC,23.56
Zufriedenheit (%)_UC,93.59
