,0
Angek. Fzg._DF,5000.0
Gelad. Fzg._DF,28.0
Gelad. Energie (MWh)_DF,0.4513
Unbed. Fzg._DF,4972.0
F1 Fzg.- Auslastung (%)_DF,0.56
F2 Energ. Auslastung(%)_DF,25.48
F3 Zeitl. Auslastung (%)_DF,99.03
Max. Gleichzeitigkeitsfaktor_DF,1.0
Trafo Spitzenlast (%)_DF,61.96
CO2_Emissionen (kge)_DF,311.32
Energiekosten (Euro)_DF,105.24
Kosten (Cent per kWh)_DF,23.32
Zufriedenheit (%)_DF,92.86
