,0
Angek. Fzg._WS,12.0
Gelad. Fzg._WS,9.0
Gelad. Energie (MWh)_WS,0.1729
Unbed. Fzg._WS,3.0
F1 Fzg.- Auslastung (%)_WS,75.0
F2 Energ. Auslastung(%)_WS,16.04
F3 Zeitl. Auslastung (%)_WS,31.65
Max. Gleichzeitigkeitsfaktor_WS,1.0
Trafo Spitzenlast (%)_WS,61.67
CO2_Emissionen (kge)_WS,101.28
Energiekosten (Euro)_WS,43.72
Kosten (Cent per kWh)_WS,25.29
Zufriedenheit (%)_WS,77.78
