,0
Angek. Fzg._UC,12.0
Gelad. Fzg._UC,9.0
Gelad. Energie (MWh)_UC,0.1729
Unbed. Fzg._UC,3.0
F1 Fzg.- Auslastung (%)_UC,75.0
F2 Energ. Auslastung(%)_UC,16.04
F3 Zeitl. Auslastung (%)_UC,31.65
Max. Gleichzeitigkeitsfaktor_UC,1.0
Trafo Spitzenlast (%)_UC,61.67
CO2_Emissionen (kge)_UC,101.28
Energiekosten (Euro)_UC,43.72
Kosten (Cent per kWh)_UC,25.29
Zufriedenheit (%)_UC,77.78
