,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,224.0
Gelad. Energie (MWh)_OPT,2.3535
F1_Fzg.- Auslastung (%)_OPT,99.56
F2_Energ. Auslastung(%)_OPT,280.18
F3_Zeitl. Auslastung (%)_OPT,11.79
Max. Gleichzeitigkeitsfaktor_OPT,1750.0
Trafo Spitzenlast (%)_OPT,66.6
Total charging costs in Euro_OPT,78.23819
Total CO2 emissions in kge_OPT,1362.04
Energy price per kWh_OPT,0.033
