,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,521.0
Gelad. Energie (MWh)_OPT,1.7242
F1_Fzg.- Auslastung (%)_OPT,94.73
F2_Energ. Auslastung(%)_OPT,933.03
F3_Zeitl. Auslastung (%)_OPT,30.79
Max. Gleichzeitigkeitsfaktor_OPT,121.01
Trafo Spitzenlast (%)_OPT,28.62
Total charging costs in Euro_OPT,54.05625
Total CO2 emissions in kge_OPT,989.28
Energy price per kWh_OPT,0.031
