,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,521.0
Gelad. Energie (MWh)_OPT,1.6221
F1_Fzg.- Auslastung (%)_OPT,94.73
F2_Energ. Auslastung(%)_OPT,877.78
F3_Zeitl. Auslastung (%)_OPT,30.79
Max. Gleichzeitigkeitsfaktor_OPT,121.01
Trafo Spitzenlast (%)_OPT,28.62
Total charging costs in Euro_OPT,53.97354
Total CO2 emissions in kge_OPT,738.08
Energy price per kWh_OPT,0.033
