,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,531.0
Gelad. Energie (MWh)_OPT,5.6288
F1_Fzg.- Auslastung (%)_OPT,96.55
F2_Energ. Auslastung(%)_OPT,670.09
F3_Zeitl. Auslastung (%)_OPT,28.02
Max. Gleichzeitigkeitsfaktor_OPT,2351.07
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,190.5669
Total CO2 emissions in kge_OPT,2561.11
Energy price per kWh_OPT,0.034
