,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,531.0
Gelad. Energie (MWh)_OPT,5.8759
F1_Fzg.- Auslastung (%)_OPT,96.55
F2_Energ. Auslastung(%)_OPT,699.51
F3_Zeitl. Auslastung (%)_OPT,27.83
Max. Gleichzeitigkeitsfaktor_OPT,2351.07
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,186.99394
Total CO2 emissions in kge_OPT,3343.27
Energy price per kWh_OPT,0.032
