,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,531.0
Gelad. Energie (MWh)_OPT,5.7646
F1_Fzg.- Auslastung (%)_OPT,96.55
F2_Energ. Auslastung(%)_OPT,686.26
F3_Zeitl. Auslastung (%)_OPT,27.87
Max. Gleichzeitigkeitsfaktor_OPT,2351.07
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,187.86349
Total CO2 emissions in kge_OPT,3262.82
Energy price per kWh_OPT,0.033
