,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,224.0
Gelad. Energie (MWh)_OPT,1.6267
F1_Fzg.- Auslastung (%)_OPT,99.56
F2_Energ. Auslastung(%)_OPT,440.12
F3_Zeitl. Auslastung (%)_OPT,13.15
Max. Gleichzeitigkeitsfaktor_OPT,338.46
Trafo Spitzenlast (%)_OPT,35.5
Total charging costs in Euro_OPT,53.21348
Total CO2 emissions in kge_OPT,1006.55
Energy price per kWh_OPT,0.033
