,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,521.0
Gelad. Energie (MWh)_OPT,3.3968
F1_Fzg.- Auslastung (%)_OPT,94.73
F2_Energ. Auslastung(%)_OPT,919.05
F3_Zeitl. Auslastung (%)_OPT,30.79
Max. Gleichzeitigkeitsfaktor_OPT,483.52
Trafo Spitzenlast (%)_OPT,46.08
Total charging costs in Euro_OPT,108.53325
Total CO2 emissions in kge_OPT,1940.89
Energy price per kWh_OPT,0.032
