,0
Angek. Fzg._OPT,550.0
Gelad. Fzg._OPT,531.0
Gelad. Energie (MWh)_OPT,6.1938
F1_Fzg.- Auslastung (%)_OPT,96.55
F2_Energ. Auslastung(%)_OPT,737.36
F3_Zeitl. Auslastung (%)_OPT,27.12
Max. Gleichzeitigkeitsfaktor_OPT,2320.26
Trafo Spitzenlast (%)_OPT,80.0
Total charging costs in Euro_OPT,217.24808
Total CO2 emissions in kge_OPT,3584.97
Energy price per kWh_OPT,0.035
