,0
Angek. Fzg._OPT,225.0
Gelad. Fzg._OPT,224.0
Gelad. Energie (MWh)_OPT,2.3135
F1_Fzg.- Auslastung (%)_OPT,99.56
F2_Energ. Auslastung(%)_OPT,275.42
F3_Zeitl. Auslastung (%)_OPT,11.8
Max. Gleichzeitigkeitsfaktor_OPT,1750.0
Trafo Spitzenlast (%)_OPT,66.6
Total charging costs in Euro_OPT,78.02321
Total CO2 emissions in kge_OPT,1332.87
Energy price per kWh_OPT,0.034
